€€≤ 15/01/2023 22:37:42 ≤€€ €€≤ andi ≤€€ €€≤  2  ≤€€  
€€≤ 16/01/2023 10:51:55 ≤€€ €€≤ andi ≤€€ €€≤  18  ≤€€  
€€≤ 16/01/2023 10:54:35 ≤€€ €€≤ mamat ≤€€ €€≤  14  ≤€€  
€€≤ 16/01/2023 12:09:08 ≤€€ €€≤ mandi ≤€€ €€≤  6  ≤€€  
€€≤ 16/01/2023 14:55:20 ≤€€ €€≤ udin ≤€€ €€≤  18  ≤€€  
